id,merchant_name,transaction_date,transaction_currency_code,acquirer_reference_number,transaction_type,primary_account_number,settlement_date,cardholder_name,cardholder_age,cardholder_country,transaction_amount,merchant_category_code,card_acceptor_id,year_month,signed_amount,transaction_sign,tier,tier_coeff
4090,Hess-Martinez,2024-01-17,840,0679471991201116,purchase,5217046226567668,2024-01-17,Victor Baxter,70,978,241.68,7050,NJkjeWAiUx,2024-01,-241.68,credit,Titanium,1.0
4091,"Cline, Thompson and White",2025-04-16,840,0556419903970970,purchase,2288008514036963,2025-04-16,Michelle Sullivan,23,124,51.82,0840,PFsKmHpqfA,2025-04,-51.82,credit,Platinum,0.75
4092,Willis and Sons,2025-03-10,840,0561219997525470,payroll,5532528744029139,2025-03-10,Christian Henderson,57,Angola,1079.88,1916,ZuGWcyqnOG,2025-03,1079.88,debit,Silver,
4093,Yang-Taylor,2024-02-23,840,9944725121208655,top up,2221533645257774,2024-02-23,Eric Arnold,33,978,1616.39,9866,SphHRbuGpZ,2024-02,1616.39,debit,Titanium,1.0
4094,Austin Group,2025-02-28,840,0194305847163441,top up,2236887258874496,2025-02-28,Michael Fitzgerald,36,124,206.34,9046,mubFEoVgJI,2025-02,206.34,debit,Titanium,1.0
4095,"Young, Mcdonald and Cox",2024-01-28,840,2403601278270917,payroll,5555562588153715,2024-01-29,David Davis,23,978,4506.7,7637,zJPeAaMytQ,2024-01,4506.7,debit,Titanium,1.0
4096,Shelton-Stevenson,2024-09-22,840,0263568879552991,purchase,5544510762268381,2024-09-24,Mary Gomez,61,504,449.92,3506,KWHXstpnUH,2024-09,-449.92,credit,Titanium,1.0
4097,Martin LLC,2024-09-02,840,6967083238782508,purchase,2225472099934768,2024-09-02,Karen Miller,32,840,333.32,7127,IaYzyqWtJx,2024-09,-333.32,credit,Titanium,1.0
4098,Cochran-Conner,2024-09-20,840,1704764003816060,purchase,5206231203875093,2024-09-20,Taylor Durham,32,978,68.04,6892,zVGwTuhjEX,2024-09,-68.04,credit,Platinum,0.75
4099,Singh Inc,2025-03-25,840,4433749568896827,top up,2237842701039303,2025-03-25,April Hardin,60,840,73.75,8360,zoZUFaYSPU,2025-03,73.75,debit,Platinum,0.75
4100,Franklin Inc,2024-01-10,840,2462599979896862,purchase,2275456515414231,2024-01-10,Kimberly Jones,34,Gambia,5.25,3822,ZwXGerTcfO,2024-01,-5.25,credit,Gold,0.5
4101,"Rose, Johnson and Gross",2024-09-25,840,6728236083523391,payroll,5111905044281645,2024-09-26,Kathy Ball,39,Antigua and Barbuda,1449.9,3551,LFYjzmsTrw,2024-09,1449.9,debit,Platinum,0.75
4102,Watson-Arnold,2024-01-13,840,2770287489282313,purchase,2399611253554496,2024-01-15,Denise Wallace,53,124,2.0,4768,iSUuIqwLFi,2024-01,-2.0,credit,Gold,0.5
4103,Wood Inc,2023-09-03,840,9912306553351749,purchase,2246392649578235,2023-09-05,Lauren Sutton,35,840,63.92,1600,iBHtRLBEDF,2023-09,-63.92,credit,Titanium,1.0
4104,"Martinez, Thompson and Anderson",2024-04-11,840,6719471439516172,purchase,5206231203875093,2024-04-12,Taylor Durham,32,978,1242.06,7637,CvwxQXCNtU,2024-04,-1242.06,credit,Platinum,0.75
4105,Frazier PLC,2023-11-07,840,9477231333614345,purchase,2291559407816189,2023-11-08,Mark Mcclure,65,840,760.26,3667,ffzkZwmvli,2023-11,-760.26,credit,Titanium,1.0
4106,Compton PLC,2024-08-24,840,7115395730334160,purchase,2243410166687008,2024-08-26,Angela Bruce,38,504,156.75,6291,IEOLmQVPRD,2024-08,-156.75,credit,Titanium,1.0
4107,"Ingram, Odom and Gibson",2024-01-30,840,9070950142755263,payroll,2712124471746548,2024-01-31,Benjamin Waters,52,124,3920.3,2751,neXXuHVyjb,2024-01,3920.3,debit,Titanium,1.0
4108,Hester PLC,2024-05-11,840,0136324938457159,purchase,2235615951484656,2024-05-12,Edward Martinez,26,504,430.02,9477,QJvtOOdCLq,2024-05,-430.02,credit,Titanium,1.0
4109,Sanchez-Lewis,2025-04-15,840,4982504616171327,purchase,2232525002921858,2025-04-17,Jacqueline Mcmahon,62,504,335.8,1123,AtASlPIudy,2025-04,-335.8,credit,Titanium,1.0
4110,Smith-Diaz,2024-12-02,840,8563069066131212,payroll,2716720647405509,2024-12-02,Ethan Martinez,35,United States of America,1358.56,0478,CQeioEUVlJ,2024-12,1358.56,debit,Gold,0.5
4111,"Edwards, Ruiz and Crawford",2023-06-27,840,6683516123461192,purchase,2535768564296533,2023-06-28,Lisa Riley,53,Nauru,13.76,7416,HBFsSrHKNz,2023-06,-13.76,credit,Platinum,0.75
4112,"Spears, Rogers and Garcia",2023-08-11,840,0906582283009463,top up,5254156676527759,2023-08-13,Kelly Owen,64,124,22.31,6008,aqsnxVIovU,2023-08,22.31,debit,Platinum,0.75
4113,Smith Group,2024-12-22,840,9559616891490889,purchase,2466072832684247,2024-12-22,Suzanne Norton,39,124,102.09,7076,bpTRqWxobc,2024-12,-102.09,credit,Gold,0.5
4114,"Ellis, Lopez and Miller",2024-09-30,840,2030827363656756,purchase,2296504427173968,2024-09-30,Johnathan Thomas,45,978,860.95,2742,VfjIhpmdMs,2024-09,-860.95,credit,Titanium,1.0
4115,"Brown, Fischer and Glenn",2023-11-14,840,0958227504465670,purchase,2297294667116849,2023-11-15,Sherry Gibson,50,978,1046.71,8753,DtglUAbbkB,2023-11,-1046.71,credit,Platinum,0.75
4116,"Gonzales, Peterson and Goodwin",2024-09-13,840,8491658491441686,purchase,2720391725135527,2024-09-13,Tracey Underwood,33,840,152.34,6189,OQqiWbyjsI,2024-09,-152.34,credit,Platinum,0.75
4117,Shaw-Clay,2024-06-29,840,3499850308389244,withdrawal,2279051518644920,2024-06-30,Kevin Thomas,50,840,1159.97,0282,wmXWBwYujj,2024-06,-1159.97,credit,Gold,0.5
4118,Espinoza-Ortiz,2024-08-20,840,9154221843230748,top up,5153848030251579,2024-08-20,Jenna Liu,55,Bahrain,192.99,2390,WQstgIxRcC,2024-08,192.99,debit,Platinum,0.75
4119,Clark and Sons,2023-07-04,840,4010749025735972,payroll,2266954899529971,2023-07-05,Lynn Vasquez,61,978,9204.6,5179,pxsDzxIrIS,2023-07,9204.6,debit,Titanium,1.0
4120,"Spencer, Carrillo and Tanner",2024-11-24,840,6746493251649987,purchase,2591769367632016,2024-11-25,Colleen Brock,52,124,96.52,7620,BKoTPsXGyF,2024-11,-96.52,credit,Titanium,1.0
4121,Smith-Shelton,2023-10-22,840,1897239858798066,payroll,2717177517016602,2023-10-24,April Davis,54,504,9665.0,7034,nNfhbNJXOS,2023-10,9665.0,debit,Titanium,1.0
4122,Castillo Ltd,2025-04-22,840,8853034686730400,purchase,2277569245937525,2025-04-22,Tracy Carter,56,840,413.82,2551,swJZGvbhIl,2025-04,-413.82,credit,Titanium,1.0
4123,"Hudson, Smith and Davis",2024-08-07,840,5673729268761288,purchase,2702710910430066,2024-08-07,Lori Mason,48,124,86.16,1026,pLRcaQgMLb,2024-08,-86.16,credit,Titanium,1.0
4124,"Hall, Herring and Hoffman",2024-04-23,840,5336028690887757,purchase,2313171274846770,2024-04-24,Juan Reyes,69,124,208.03,8340,nMcBRaCQEe,2024-04,-208.03,credit,Gold,0.5
4125,"Zuniga, Murray and Shepherd",2025-04-12,840,9446342853574620,purchase,5577167014508997,2025-04-12,Tyler Marks,45,840,30.31,9703,qudRxIWOGV,2025-04,-30.31,credit,Platinum,0.75
4126,Smith Ltd,2024-06-10,840,3596552898001769,payroll,2221244694397426,2024-06-10,John Watkins,44,Saint Lucia,1509.0,2145,nGkZmpkfnT,2024-06,1509.0,debit,Gold,0.5
4127,Campbell LLC,2024-03-24,840,1563075925797766,withdrawal,5219386822672357,2024-03-25,Austin Russo,42,Congo,109.14,6297,JIjpwvneIP,2024-03,-109.14,credit,Gold,0.5
4128,"Rose, Rodriguez and Poole",2024-07-13,840,7313726512558579,purchase,2254469048835637,2024-07-13,Katherine Cervantes,21,Jersey,1121.15,7108,VBMzxqczxb,2024-07,-1121.15,credit,Silver,
4129,Gonzalez Group,2023-06-20,840,4021199064369779,payroll,2711463031617992,2023-06-20,Maxwell Barrett,49,978,9955.0,6809,xPYIXYPczr,2023-06,9955.0,debit,Titanium,1.0
4130,Paul-Ochoa,2023-11-17,840,4920503182736921,purchase,2288994417154542,2023-11-19,Michael Stafford,52,504,1144.2,3718,oTqLOFSLKj,2023-11,-1144.2,credit,Titanium,1.0
4131,Carr Inc,2025-01-11,840,7710866947938028,refund,2269947174648877,2025-01-13,Kyle Preston,42,124,959.7,8077,IxQGXuNZOM,2025-01,-959.7,credit,Titanium,1.0
4132,"Jensen, Robertson and Leonard",2023-07-16,840,7895278690300451,purchase,2250537735158507,2023-07-17,Colton Martinez,37,978,826.85,2176,LBZdoIpqFH,2023-07,-826.85,credit,Titanium,1.0
4133,Ortiz Group,2024-04-09,840,6716137018110735,top up,2513247546913735,2024-04-11,Jennifer Washington,56,840,827.6,1615,PPdeIAbvap,2024-04,827.6,debit,Titanium,1.0
4134,Stephenson Ltd,2024-01-19,840,5127105388349877,purchase,2720751613696817,2024-01-20,Eric Morgan,63,124,602.9,9078,XzegSqbRDB,2024-01,-602.9,credit,Gold,0.5
4135,Hall Ltd,2024-04-26,840,1567978086847625,payroll,2580068114921647,2024-04-28,Oscar Ramos,64,124,4755.4,9388,izmEtRAYsy,2024-04,4755.4,debit,Platinum,0.75
4136,Bates LLC,2023-09-05,840,7233461789177102,purchase,5253021465669389,2023-09-07,Michael Calhoun,65,124,397.13,0747,BkfKJKVpVI,2023-09,-397.13,credit,Titanium,1.0
4137,Manning LLC,2024-12-06,840,4118947471799388,purchase,2222697972965900,2024-12-08,Sheryl Acosta,56,978,741.47,9301,zGYqKCdCeL,2024-12,-741.47,credit,Platinum,0.75
4138,Ward LLC,2024-08-08,840,8638246987168551,purchase,5540415747338487,2024-08-10,Breanna Gilbert,67,124,717.64,1171,qsSbmslIDu,2024-08,-717.64,credit,Gold,0.5
4139,Johnson-Harvey,2024-02-02,840,7315281590436129,purchase,2297311017660274,2024-02-02,Melanie Shea,32,Belarus,1155.05,5691,aoLmtJhddp,2024-02,-1155.05,credit,Silver,
4140,"Maxwell, Parsons and Campos",2024-12-02,840,6394512858913089,payroll,2234539317422161,2024-12-03,Kevin Davis,24,Guyana,5279.3,1367,QHPMvpCMjI,2024-12,5279.3,debit,Platinum,0.75
4141,Oneal-Montgomery,2023-06-26,840,9115987248343067,purchase,2535454948083133,2023-06-28,Katherine Chang,33,504,266.12,6824,HeFZWOlNFg,2023-06,-266.12,credit,Titanium,1.0
4142,"Hensley, Simon and Medina",2024-10-29,840,2398891399796887,payroll,2231158250843425,2024-10-30,Nicholas Dudley,22,Bhutan,8622.2,2914,wtDcPQuspn,2024-10,8622.2,debit,Titanium,1.0
4143,Moore PLC,2023-09-25,840,4372436752356371,purchase,2289876220234133,2023-09-26,Brian Brown,55,124,3.87,5432,SrsTnVNlld,2023-09,-3.87,credit,Gold,0.5
4144,"Bonilla, Davidson and Montoya",2024-05-07,840,3356130852471953,payroll,2449821827448576,2024-05-09,Mark Gray,37,840,8699.0,8085,JSQMTrUVdV,2024-05,8699.0,debit,Titanium,1.0
4145,"Stevenson, Sullivan and Key",2024-07-03,840,7218716345784839,purchase,2287059640165821,2024-07-03,Brenda Lawson,32,504,13.4,2336,LpxgVcDnGx,2024-07,-13.4,credit,Titanium,1.0
4146,Pacheco-Robinson,2023-06-28,840,1353123469297837,purchase,2278683390198178,2023-06-29,Lisa French,59,840,502.51,3567,YLsewsQaNt,2023-06,-502.51,credit,Platinum,0.75
4147,Wallace LLC,2024-03-31,840,7101038333112979,payroll,5362720465375560,2024-03-31,Trevor Fisher,40,504,4278.8,9687,stmlWikJmC,2024-03,4278.8,debit,Titanium,1.0
4148,Smith and Sons,2023-11-03,840,2769662428237663,purchase,2713308330165714,2023-11-04,Brenda Oconnell,47,840,573.3,4096,ZglPLKkyZj,2023-11,-573.3,credit,Titanium,1.0
4149,Gallagher Group,2024-10-23,840,1306671237868943,purchase,2222428341108091,2024-10-25,Patricia Lewis,63,504,67.03,1815,CLDCAsimDH,2024-10,-67.03,credit,Titanium,1.0
4150,"Stewart, Chavez and Elliott",2024-11-16,840,4548273954816614,payroll,2626137506068535,2024-11-18,Brad Walker,44,978,8113.4,8290,wkmWYaXpnS,2024-11,8113.4,debit,Titanium,1.0
4151,Chen-Smith,2024-10-31,840,0829682924590947,payroll,5484992618914115,2024-11-02,Mr. Richard Decker DVM,70,978,2282.37,5660,aoaffMAPij,2024-10,2282.37,debit,Gold,0.5
4152,Ramirez Ltd,2024-08-30,840,6325258885821240,purchase,2280723688767676,2024-09-01,Bradley Johnson DDS,23,124,334.2,5822,fkfWxegcJI,2024-08,-334.2,credit,Titanium,1.0
4153,Haynes PLC,2025-04-01,840,4049098731331256,top up,2402135569092756,2025-04-03,Phillip Berry,64,840,2.24,9506,AZxMYTovzg,2025-04,2.24,debit,Titanium,1.0
4154,Camacho-Johnson,2024-11-13,840,9634893659455701,top up,2715014556168147,2024-11-15,Bryan Villarreal,24,978,1731.91,1452,PZJzazILjZ,2024-11,1731.91,debit,Titanium,1.0
4155,Ross-Perez,2024-08-03,840,7853987457364149,payroll,5374470749522498,2024-08-04,Deborah Obrien,67,Mayotte,1559.6,1600,CzKsfSAuRJ,2024-08,1559.6,debit,Platinum,0.75
4156,Goodman Inc,2024-05-05,840,1810129002107963,payroll,2292638380657874,2024-05-06,Keith Morris,44,504,3182.5,5295,dWZApWvthO,2024-05,3182.5,debit,Platinum,0.75
4157,"Clayton, Sanchez and Taylor",2025-05-10,840,0510932821252855,purchase,2378530445675982,2025-05-10,Wendy Velazquez,43,Moldova,567.88,4335,aIPwfhiDqG,2025-05,-567.88,credit,Platinum,0.75
4158,"Dawson, Reyes and Fisher",2025-04-27,840,3528338828557867,purchase,2331165667010653,2025-04-27,Ashley Lee,67,504,843.03,9852,bvBQAavSKK,2025-04,-843.03,credit,Titanium,1.0
4159,"Rojas, Thomas and Duarte",2024-07-27,840,2359886000004683,purchase,2720023557702724,2024-07-27,Stephanie Herrera,60,840,16.44,1974,zxznOHjxAM,2024-07,-16.44,credit,Gold,0.5
4160,Ayala Group,2023-06-15,840,1507652335701916,purchase,5590422842102056,2023-06-17,Cynthia Morris,19,504,1084.51,6197,TAYIfoGKYh,2023-06,-1084.51,credit,Titanium,1.0
4161,Holland PLC,2023-05-27,840,6515270127401296,withdrawal,5168650863765995,2023-05-27,Cesar Woods,61,978,284.65,7402,ILLoAvPUbc,2023-05,-284.65,credit,Titanium,1.0
4162,"Villa, Cherry and Brown",2024-12-03,840,2495476719224782,purchase,5158300335421684,2024-12-04,Carol Colon,37,840,157.11,0857,JJkuHrjlbG,2024-12,-157.11,credit,Gold,0.5
4163,"Bennett, Martinez and Brown",2025-04-26,840,2588076129270653,top up,2473329456255774,2025-04-28,John Bell,47,840,1999.9,7486,dlwWAoEGff,2025-04,1999.9,debit,Gold,0.5
4164,"Guerrero, Hughes and Chapman",2025-02-14,840,1123792814802298,purchase,5335680442067884,2025-02-14,Joel Lara,49,504,91.43,9727,plPGxxXFWD,2025-02,-91.43,credit,Titanium,1.0
4165,Adams-Velazquez,2024-08-10,840,4744124043842883,purchase,2433549465190980,2024-08-11,Cameron Phillips,58,978,1121.4,0852,WlHAfMHiCj,2024-08,-1121.4,credit,Platinum,0.75
4166,Bennett Group,2024-03-23,840,1582702452859234,purchase,5433959629233092,2024-03-25,Douglas Ryan,68,124,583.83,6829,MXBEjHltgU,2024-03,-583.83,credit,Titanium,1.0
4167,"Murray, Daniel and Powell",2024-11-03,840,2111947011723963,purchase,5555562588153715,2024-11-05,David Davis,23,978,1035.13,0428,IFGRMkuZKH,2024-11,-1035.13,credit,Titanium,1.0
4168,"Haney, Taylor and Tucker",2023-09-24,840,1076237855671230,refund,2297241954157176,2023-09-26,Jared James,23,Taiwan,312.0,5551,qBxMLGoerm,2023-09,-312.0,credit,Platinum,0.75
4169,"Middleton, Ponce and Perez",2023-06-24,840,0212066326739589,purchase,2287113055488515,2023-06-25,Christopher Taylor,32,504,50.8,1893,gPxRpcuQGU,2023-06,-50.8,credit,Titanium,1.0
4170,Miranda-Richardson,2025-04-29,840,4641266305968328,purchase,5430756263689701,2025-04-29,Kelly Hoffman,38,840,676.53,8338,JcBFgMgFsl,2025-04,-676.53,credit,Gold,0.5
4171,Palmer Ltd,2024-02-17,840,7736493354681755,top up,2702911467866914,2024-02-17,Evan Jones,36,124,1904.68,6975,QAyQEgXCPx,2024-02,1904.68,debit,Titanium,1.0
4172,"Martinez, Foley and Nunez",2025-03-14,840,8066866096850756,purchase,2535647570512044,2025-03-15,Andrea Harrison,31,840,54.4,9758,ygYpPXKorE,2025-03,-54.4,credit,Titanium,1.0
4173,"Larson, Parker and Avila",2024-10-01,840,2338841017958049,purchase,2259500441850065,2024-10-03,Adam Jimenez,44,Slovakia (Slovak Republic),52.35,3486,fuUBuIGEMZ,2024-10,-52.35,credit,Silver,
4174,Hoover Inc,2024-10-03,840,0356238025557817,top up,2234048693841374,2024-10-05,Joseph Johnson,41,Tonga,157.74,4118,jyOdBScXyH,2024-10,157.74,debit,Gold,0.5
4175,"Acosta, Wells and Alexander",2023-09-17,840,9514674702375619,purchase,2292638380657874,2023-09-17,Keith Morris,44,504,478.94,6467,bXvFZtkawc,2023-09,-478.94,credit,Platinum,0.75
4176,"Castillo, Smith and Simon",2024-06-30,840,6241674974899583,purchase,5280001826062018,2024-07-01,Larry Moody,34,Syrian Arab Republic,62.79,0904,kpjAVOAoTr,2024-06,-62.79,credit,Silver,
4177,Parker-Johnson,2024-02-06,840,1821181485061879,purchase,2706801128059825,2024-02-07,Andrew Diaz,64,124,30.43,4079,RsZjPwMjia,2024-02,-30.43,credit,Gold,0.5
4178,Benjamin PLC,2023-09-17,840,0608824792229783,purchase,2264375758441987,2023-09-18,William Cardenas,27,504,1058.58,5207,AqRpvKnjxA,2023-09,-1058.58,credit,Titanium,1.0
4179,Mclean PLC,2025-05-01,840,7922939890855327,purchase,2265208814743501,2025-05-03,Claudia Rodriguez,48,840,571.45,3701,YvDZEttfOA,2025-05,-571.45,credit,Platinum,0.75
4180,Hernandez-Mitchell,2025-04-20,840,5503718196247665,top up,2223712966667609,2025-04-21,Curtis Watson,20,124,1101.45,5984,RPHSOrEPfB,2025-04,1101.45,debit,Platinum,0.75
4181,"Armstrong, Walker and Stuart",2024-09-19,840,4975744510159845,top up,2289310341316470,2024-09-20,Holly Wood,48,124,943.21,1756,JkROzIXeXq,2024-09,943.21,debit,Titanium,1.0
4182,Pugh LLC,2024-10-11,840,2321791401864357,purchase,5540415747338487,2024-10-12,Breanna Gilbert,67,124,730.5,0145,DaasRbgFmP,2024-10,-730.5,credit,Gold,0.5
4183,Cook-Shah,2023-11-03,840,2972720294554697,purchase,2713745299124192,2023-11-04,Eric Byrd,23,124,367.2,1286,SeohWHHnNv,2023-11,-367.2,credit,Gold,0.5
4184,Johnson-Fisher,2024-01-21,840,4483941757230896,refund,2275744431351821,2024-01-22,Parker Hill,19,504,6.46,1619,NVTUxKtkwS,2024-01,-6.46,credit,Gold,0.5
4185,Walton-Wiggins,2023-11-20,840,9446551737234238,purchase,2250537735158507,2023-11-22,Colton Martinez,37,978,291.52,3709,tjbTywNLLu,2023-11,-291.52,credit,Titanium,1.0
4186,"Ramirez, Hill and Dunn",2024-09-27,840,5658466376828742,withdrawal,5139282722992754,2024-09-29,Philip Hall,45,840,482.15,0995,JMjPQHihPv,2024-09,-482.15,credit,Platinum,0.75
4187,Mathews-Riley,2025-01-19,840,3735918158084994,purchase,2249826224447214,2025-01-21,Donald Evans,49,504,303.76,6308,pMSSEEiQvh,2025-01,-303.76,credit,Gold,0.5
4188,"Perez, Castro and Chen",2024-07-04,840,7387248863592216,withdrawal,2350249163009793,2024-07-05,Randy Wright,22,840,1213.7,5349,fclZyoMIVA,2024-07,-1213.7,credit,Gold,0.5
4189,Holland LLC,2023-09-09,840,5361432699537688,payroll,2269354499707555,2023-09-09,Connor Payne,54,Chile,2011.91,0917,cXGSKuFtnH,2023-09,2011.91,debit,Silver,
4190,Martinez-Hall,2023-06-15,840,9194122954703489,payroll,5567828275987681,2023-06-16,Julie Spencer,61,Bangladesh,1887.39,4692,LNonOGyVRn,2023-06,1887.39,debit,Silver,
4191,Gordon-Jackson,2023-12-02,840,6499289821744945,purchase,2626137506068535,2023-12-02,Brad Walker,44,978,301.87,6362,HvVTGsPYLI,2023-12,-301.87,credit,Titanium,1.0
4192,Hoover LLC,2023-07-07,840,3921121961872001,purchase,5406200342442048,2023-07-08,Joshua Howard,32,840,1211.32,5758,UDoIAIHbxd,2023-07,-1211.32,credit,Platinum,0.75
4193,Turner-Davis,2024-10-30,840,1822909446750750,purchase,2705744890612036,2024-10-30,Karen Soto,35,978,1048.99,5247,eHVCVfZbPc,2024-10,-1048.99,credit,Platinum,0.75
4194,Humphrey-Terry,2024-07-11,840,2247141167396450,purchase,5130035275172862,2024-07-12,Douglas Torres,66,Tajikistan,99.11,3600,jMGtUPSxPw,2024-07,-99.11,credit,Gold,0.5
4195,"White, Gordon and Phillips",2024-11-30,840,6117769693911098,purchase,2707937416089899,2024-11-30,Lisa Martinez,70,840,62.6,6172,EbfJKhnGJF,2024-11,-62.6,credit,Platinum,0.75
4196,Wilson Ltd,2025-01-06,840,9739527367413045,payroll,2715014556168147,2025-01-08,Bryan Villarreal,24,978,8326.9,9917,obiLNSQDTp,2025-01,8326.9,debit,Titanium,1.0
4197,Gardner-Willis,2025-01-06,840,4243837390071365,purchase,2269329668516128,2025-01-07,Mrs. Taylor Smith,45,840,9.32,9317,mmiibAlrTJ,2025-01,-9.32,credit,Titanium,1.0
4198,Levine-Liu,2023-06-03,840,0618355496944710,purchase,5505664742312202,2023-06-05,Lisa Adams,20,978,798.9,4358,RxyKnYXiGF,2023-06,-798.9,credit,Platinum,0.75
4199,Sosa-Sanchez,2024-12-08,840,3595510725457027,purchase,2270488899210757,2024-12-10,Derek Preston,46,504,286.76,4205,bksdLawcJO,2024-12,-286.76,credit,Titanium,1.0
4200,"Castaneda, Graves and Bailey",2023-10-21,840,1476228989924280,purchase,2225558771694728,2023-10-21,Margaret Mcfarland,57,504,366.24,3735,aMlPyXKlvS,2023-10,-366.24,credit,Platinum,0.75
4201,"Sharp, Lucas and Simmons",2025-04-21,840,8461759265993878,purchase,2267134936183244,2025-04-23,Andrea Martin,20,124,316.35,7515,qfHIPiTlRG,2025-04,-316.35,credit,Gold,0.5
4202,Brown Inc,2024-04-25,840,8828188966727185,purchase,5576637239504105,2024-04-27,James Turner,23,504,194.61,3613,MLKYknjnLR,2024-04,-194.61,credit,Platinum,0.75
4203,Wong-Martinez,2023-12-22,840,4635808057916339,purchase,2674451227607864,2023-12-24,Tony Mcfarland,60,Iraq,589.36,0707,FgoPxRKNjU,2023-12,-589.36,credit,Platinum,0.75
4204,Barajas Inc,2023-08-17,840,9811862438011803,refund,2243128998511861,2023-08-19,Valerie Smith,59,Ethiopia,78.33,2625,XCrGMrzzTF,2023-08,-78.33,credit,Platinum,0.75
4205,Baldwin-Peterson,2024-01-03,840,0306665575184238,payroll,2289792703352112,2024-01-04,Dana Oliver,41,124,3075.9,7805,vQNiViEEbQ,2024-01,3075.9,debit,Titanium,1.0
4206,"Smith, Nichols and Harmon",2024-01-13,840,0666322581602237,purchase,2577014363495789,2024-01-14,Jessica Reese,66,504,609.95,1154,YKqCSxVaRs,2024-01,-609.95,credit,Gold,0.5
4207,Lewis-Bridges,2024-04-03,840,5054952224986794,purchase,2479071416335650,2024-04-05,Alexandra Collier,27,504,265.37,5422,WGJbPoTjAa,2024-04,-265.37,credit,Titanium,1.0
4208,"Castillo, Yang and Francis",2023-09-20,840,9277513093732972,payroll,2240564139537675,2023-09-21,Charles Mcgee,20,504,1188.58,4805,DMBSOJCQmn,2023-09,1188.58,debit,Titanium,1.0
4209,Martin-Garcia,2024-12-20,840,0226808146355066,top up,2718941343524082,2024-12-22,Angel Brown,35,978,2.35,8976,ffdRMCBmck,2024-12,2.35,debit,Titanium,1.0
4210,Hawkins-Martin,2024-06-18,840,4079137057113272,withdrawal,2666535818985794,2024-06-20,Mary Moore,45,Estonia,56.48,3855,hQwgbXQLpq,2024-06,-56.48,credit,Platinum,0.75
4211,"Ramirez, Smith and Miller",2024-05-27,840,5783216844565520,top up,2296730880480810,2024-05-28,John Rivers,38,Thailand,845.25,1156,ApOhVZebUG,2024-05,845.25,debit,Gold,0.5
4212,"Wood, Bryant and Lawson",2023-12-04,840,0573719402071277,refund,5589861434103696,2023-12-04,Brian Stein,41,840,133.28,3938,gjqbgYsFzy,2023-12,-133.28,credit,Platinum,0.75
4213,Hill-Baker,2024-08-05,840,0164608282192726,purchase,2277662702895177,2024-08-07,Thomas Smith,53,504,470.0,1591,bhtukKCPZg,2024-08,-470.0,credit,Titanium,1.0
4214,"Harris, Smith and Lopez",2024-04-29,840,2932767330229308,payroll,2702513534655492,2024-04-30,Samuel Ruiz,31,124,6042.4,3991,nWkLsaoYGU,2024-04,6042.4,debit,Titanium,1.0
